paper_id,title,author,abstract,affiliation,address,category
414,Internet Routing Instability,"Craig Labovitz, G. Robert Malan, and Farnam Jahanian","Abstract This paper examines the network inter-domain routing information exchanged between backbone service providers at the major U.S. public Internet exchange points. Internet routing instability, or the rapid fluctuation of network reach-ability information, is an important problem currently facing the Internet engineering community. High levels of network instability can lead to packet loss, increased network latency and time to convergence. At the extreme, high levels of routing instability have lead to the loss of internal connectivity in wide-area, national networks. In this paper, we describe several unexpected trends in routing instability, and examine a number of anomalies and pathologies observed in the exchange of inter-domain routing information. The analysis in this paper is based on data collected from BGP routing messages generated by border routers at five of the Internet core's public exchange points during a nine month period. We show that the volume of these routing updates is several orders of magnitude more than expected and that the majority of this routing information is redundant, or pathological. Furthermore, our analysis reveals several unexpected trends and ill-behaved systematic properties in Internet routing. We finally posit a number of explanations for these anomalies and evaluate their potential impact on the Internet infrastructure.",University of Michigan Department of Electrical Engineering and Computer Science,"1301 Beal Ave. Ann Arbor, Michigan 48109-2122",3
415,"Distributed Pipeline Scheduling: End-to-End Analysis of Heterogeneous, Multi-Resource Real-Time Systems",Saurav Chatterjee and Jay Strosnider,"Abstract This paper presents an hierarchical end-to-end analysis technique that decomposes the very complex heterogeneous multi-resource scheduling problem into a set of single resource scheduling problems with well defined interactions. We define heterogeneity both in resource types, e.g., CPU, and in scheduling policies, e.g., rate-monotonic scheduling. This analysis technique is one phase of our systems integration framework for designing large-scale, heterogeneous, distributed real-time systems whose timing properties can be strictly controlled and analyzed. This approach, denoted the Distributed Pipelining Framework, exploits the natural pipelining execution pattern found in a large number of continuous (periodic) applications executing over heterogenous resources. A teleconference application is used in this paper to show the utility of the approach.",Department of Electrical & Computer Engineering Carnegie Mellon University,"Pittsburgh, PA 15213",6
416,Some Geographical Applications of Genetic Programming on the Cray T3D Supercomputer,"I. Turton, S. Openshaw and G. Diplock",Abstract The paper describes some geographical applications of a parallel GP code which is run on a Cray T3D 512 processor supercomputer to create new types of well performing mathematical models. A series of results are described which allude to the potential power of the method for which there are many practical applications in spatial data rich environments where there are no suitable existing models and no soundly based theoretical framework on which to base them.,"School of Geography, University of Leeds,","Leeds, UK",0
417,On the Optimality of the Simple Bayesian Classifier under Zero-One Loss,PEDRO DOMINGOS,"Abstract. The simple Bayesian classifier is known to be optimal when attributes are independent given the class, but the question of whether other sufficient conditions for its optimality exist has so far not been explored. Empirical results showing that it performs surprisingly well in many domains containing clear attribute dependences suggest that the answer to this question may be positive. This article shows that, although the Bayesian classifier's probability estimates are only optimal under quadratic loss if the independence assumption holds, the classifier itself can be optimal under zero-one loss (misclassification rate) even when this assumption is violated by a wide margin. The region of quadratic-loss optimality of the Bayesian classifier is in fact a second-order infinitesimal fraction of the region of zero-one optimality. This implies that the Bayesian classifier has a much greater range of applicability than previously thought. For example, in this article it is shown to be optimal for learning conjunctions and disjunctions, even though they violate the independence assumption. Further, studies in artificial domains show that it will often outperform more powerful classifiers for common training set sizes and numbers of attributes, even if its bias is a priori much less appropriate to the domain. This article's results also imply that detecting attribute dependence is not necessarily the best way to extend the Bayesian classifier, and this is also verified empirically.","Department of Information and Computer Science, University of California,","Irvine, CA 92697",3
418,Some MPEG Decoding Functions on Spert An Example for Assembly Programmers,Arno Formella,"Abstract We describe our method how to implement C-program sequences in torrent (T0) assembler code while there is no efficient automatic tool. We use re-structuring of the source code, vectorization, dataflow graphs, a simple scheduling strategy and a straight forward register allocation algorithm. We define some lower and an upper bound for the expected run time. For two functions, namely the color transformation and reverse DCT, we achieve almost 54, respectively 16 times the performance of a Sparc 2 workstation.",INTERNATIONAL COMPUTER SCIENCE INSTITUTE,"I 1947 Center St. * Suite 600 * Berkeley, California 94704-1198 *",1
419,"Storage of Two and Three Dimensional Raster Type Data for Optimized Retrieval of One, Two or Three Dimensional Features",Kjell Bratbergsengen,"Abstract We are analyzing storage structures for two and three dimensional raster type data which are used for feature retrieval. The features are one, two or three dimensional objects with regular outlines like a rectangle or a prism. The features could be parts of a map or image, an area of special interest for searching after oil, a sequence of ultra sound images, and so on. The storage medium is magnetic disk. The data are stored in chunks or blocks representing a regular part of the source object. We analyze the shape and the size to minimize the cost of retrieval. The optimization is based on minimum time to do retrieval. We have five combinations: Lines and areas from areas and volumes, and volumes from volumes. The optimal block sizes for random retrieval varies, with case, feature size and disk characteristics. One general observation is that longer disk tracks gives larger blocks. For line retrieval the optimal block size is only depending on disk track length. For other cases it is also depending on the feature size. For partly sequential retrieval the block size is not the actual block size used during retrieval, but the smallest addressing unit, and the optimal addressing unit could be rather small. The analysis reveals that using too small blocks could be very costly. The time could easily double or triple if small blocks are used. In many cases the optimal block size is several tracks.","Department of Computer Systems and Information Science Norwegian University of Science and Technology,","Trondheim, Norway",3
420,Write Optimized Object-Oriented Database Systems,Kjetil Nrvag and Kjell Bratbergsengen,"Abstract In a database system, read operations are much more common than write operations, and consequently, database systems have been read optimized. As the size of main memory increases, more of the database read requests will be satisfied from the buffer system, and the amount of disk write operations relative to disk read operations will increase. This calls for a focus on write optimized database systems. In this paper, we present solutions to this problem. We describe in detail the data structures and algorithms needed to realize a write optimized object-oriented database system in the context of Vagabond, an OODB currently being implemented at our department. In Vagabond, focus has been to provide support for applications which have earlier used file systems because of the limited data bandwidth in current database systems, typical examples are super computing applications and geographical information systems",Department of Computer and Information Science Norwegian University of Science and Technology,"7034 Trondheim, Norway",5
421,Signal and Image Processing in Java,Jonathan Campbell and Fionn Murtagh,"Abstract We describe the implementation of a multi-purpose data analysis laboratory, DataLab-J, in the programming language Java. We briefly trace the stages of the evolution of DataLab from a FORTRAN-IV system in 1973 to the current Java development. Description of this evolution allows us to discuss some key design and functionality decisions and issues that arose throughout the years; many of these issues remain topical, so, in addition to an evaluation of Java, we identify and discuss what are for us the major issues in the design of such software. Moreover, we address questions raised by the need to convert legacy systems, e.g. those programmed in C and various versions of FORTRAN. The experience of redesign and implementation in Java is described, together with a brief evaluation of the suitability of Java for 'number-crunching'. Overall conclusions are drawn, regarding design of such software, lessons learned, traps to avoid, and on Java itself.","University of Ulster, Magee College,","Derry, BT48 7JL",4
422,"SEE ME, HEAR ME: INTEGRATING AUTOMATIC SPEECH RECOGNITION AND LIP-READING",Paul Duchnowski 1 Uwe Meier 1 Alex Waibel 1;2,"ABSTRACT We present recent work on integration of visual information (automatic lip-reading) with acoustic speech for better overall speech recognition. A Multi-State Time Delay Neural Network performs the recognition of spelled letter sequences taking advantage of lip images from a standard camera. The problems addressed include efficient but effective representation of the visual information and optimum manner of combining the two modalities when rendering a decision. We show results for several alternatives to direct gray level image as the visual evidence. These are: Principal Components, Linear Discriminants, and DFT coefficients. Dimensionality of the input is decreased by a factor of 12 while maintaining recognition rates. Combination of the visual and acoustic information is performed at three different levels of abstraction. Results suggest that integration of higher order input features works best. On a continuous spelling task, visual-alone recognition of 45-55%, when combined with acoustic data, lowers audio-alone error rates by 30-40%.","1 University of Karlsruhe,","Karlsruhe, Germany",3
423,Tracking Drifting Concepts By Minimizing Disagreements,David P. Helmbold and Philip M. Long,"Abstract In this paper we consider the problem of tracking a subset of a domain (called the target) which changes gradually over time. A single (unknown) probability distribution over the domain is used to generate random examples for the learning algorithm and measure the speed at which the target changes. Clearly, the more rapidly the target moves, the harder it is for the algorithm to maintain a good approximation of the target. Therefore we evaluate algorithms based on how much movement of the target can be tolerated between examples while predicting with accuracy *. Furthermore, the complexity of the class H of possible targets, as measured by d, its VC-dimension, also effects the difficulty of tracking the target concept. We show that if the problem of minimizing the number of disagreements with a sample from among concepts in a class H can be approximated to within a factor k, then there is a simple tracking algorithm for H which can achieve a probability * of making a mistake if the target movement rate is at most a constant times * 2 =(k(d + k) ln 1 * ), where d is the Vapnik-Chervonenkis dimension of H. Also, we show that if H is properly PAC-learnable, then there is an efficient (randomized) algorithm that with high probability approximately minimizes disagreements to within a factor of 7d + 1, yielding an efficient tracking algorithm for H which tolerates drift rates up to a constant times * 2 =(d 2 ln 1 In addition, we prove complementary results for the classes of halfspaces and axis-aligned hy perrectangles showing that the maximum rate of drift that any algorithm (even with unlimited computational power) can tolerate is a constant times * 2 =d.",CIS Board UC Santa Cruz,"Santa Cruz, CA 95064",4
424,Understanding Neural Networks via Rule Extraction,Rudy Setiono and Huan Liu,"Abstract Although backpropagation neural networks generally predict better than decision trees do for pattern classification problems, they are often regarded as black boxes, i.e., their predictions are not as interpretable as those of decision trees. This paper argues that this is because there has been no proper technique that enables us to do so. With an algorithm that can extract rules 1 , by drawing parallels with those of decision trees, we show that the predictions of a network can be explained via rules extracted from it, thereby, the network can be understood. Experiments demonstrate that rules extracted from neural networks are comparable with those of decision trees in terms of predictive accuracy, number of rules and average number of conditions for a rule; they preserve high predictive accuracy of original networks.",Department of Information Systems and Computer Science National University of Singapore,"Kent Ridge, Singapore 0511",0
425,Integrating Pedagogical Agents into Virtual Environments,W. Lewis Johnson Jeff Rickel Randy Stiles Allen Munro 1,"Abstract In order for a virtual environment to be effective as a training tool, it is not enough to concentrate on the fidelity of the renderings and the accuracy of the simulated behaviors. The environment should help trainees develop an understanding of the task being trained, and should provide guidance and assistance as needed. This paper describes a system for developing virtual environments in which pedagogical capabilities are incorporated into autonomous agents that interact with trainees. These pedagogical agents can monitor trainees progress and provide guidance and assistance. The agents interact with simulations of objects in the environment, and with trainees. The paper describes the architectural features of the environment and of the agents that permit the agents to meet instructional objectives within the virtual environment. It also discusses how agent-based instruction is combined with other methods of delivering instruction.",,,5
426,A Multicast Congestion Control Mechanism Using Representatives,Dante DeLucia Katia Obraczka,"Abstract In this paper, we propose a congestion control mechanism for reliable multicast applications that uses a small set of group members, or representatives, to provide timely and accurate feedback on behalf of congested subtrees of a multicast distribution tree. Our algorithm does not need to compute round-trip time (RTT) from all receivers to the source, nor does it require knowledge of group membership or network topology. Through simulations, we evaluate our algorithm with and without TCP cross traffic. This initial evaluation study shows that our algorithm takes advantage of network bandwidth when available, yet does not starve competing flows.",Hughes Research Laboratories USC Information Sciences Institute,"3011 Malibu Canyon Road 4676 Admiralty Way Suite 1001 Malibu CA 90265 Marina Del Rey, CA 90292",2
427,Information Gathering Plans With Sensing Actions,Naveen Ashish and Craig A. Knoblock Alon Levy,"Abstract Information gathering agents can automate the task of retrieving and integrating data from a large number of diverse information sources. The key issue in their performance is efficient query planning that minimizes the number of information sources used to answer a query. Previous work on query planning has considered generating information gathering plans solely based on compile-time analysis of the query and the models of the information sources. We argue that at compile-time it may not be possible to generate an efficient plan for retrieving the requested information because of the large number of possibly relevant sources. We describe an approach that naturally extends query planning to use run-time information to optimize queries that involve many sources. First, we describe an algorithm for generating a discrimination matrix, which is a data structure that identifies the information that can be sensed at run-time to optimize a query plan. Next, we describe how the discrimination matrix is used to decide which of the possible run-time sensing actions to perform. Finally, we demonstrate that this approach yields significant savings (over 90% for some queries) in a real-world task.",Information Sciences Institute and AT&T Bell Laboratories Department of Computer Science AI Principles Research Dept.,"600 Mountain Ave., Room 2A-440 4676 Admiralty Way Murray Hill, NJ 07974 Marina del Rey, CA 90292",1
428,A Synergy of Agent Components: Social Comparison for Failure Detection,Gal A. Kaminka Milind Tambe,,Information Sciences Institute and Computer Science Department University of Southern California,"4676 Admiralty Way, Marina del Rey, CA 90292",2
429,Adaptive Agent Tracking in Real-world Multi-Agent Domains: A Preliminary Report,"Milind Tambe, Lewis Johnson and Wei-Min Shen","Abstract Intelligent interaction in multi-agent domains frequently requires an agent to track other agents' mental states: their current goals, beliefs, and intentions. Accuracy in this agent tracking task is critically dependent on the accuracy of the tracker's (tracking agent's) model of the trackee (tracked agent). Unfortunately, in real-world situations, model imperfections arise due to the tracker's resource and information constraints, as well as due to trackees' dynamic behavior modification. While such model imperfections are unavoidable, a tracker must nonetheless attempt to be adaptive in its agent tracking. This article identifies key issues in adaptive agent tracking and presents an approach called DEFT. At its core, DEFT is based on discrimination-based learning. The main idea is to identify the deficiency of a model based on tracking failures, and revise the model by using features that are critical in discriminating successful and failed tracking episodes. Because in real-world situations the set of candidate discriminating features is very large, DEFT relies on knowledge-based focusing to limit the discrimination to those features that it determines were relevant in successful tracking episodes with an autonomous explanation capability as a major source of this knowledge. This article reports on experiments with an implementation of key aspects of DEFT in a complex synthetic air-to-air combat domain.",Information Sciences Institute and Computer Science Department University of Southern California,"4676 Admiralty Way, Marina del Rey, CA 90292",4
430,Reactive and Automatic Behavior in Plan Execution,Pat Langley Wayne Iba Jeff Shrager,"Abstract Much of the work on execution assumes that the agent constantly senses the environment, which lets it respond immediately to errors or unexpected events. In this paper, we argue that this purely reactive strategy is only optimal if sensing is inexpensive, and we formulate a simple model of execution that incorporates the cost of sensing. We present an average-case analysis of this model, which shows that in domains with high sensing cost or low probability of error, a more `automatic' strategy - one with long intervals between sensing can lead to less expensive execution. The analysis also shows that the distance to the goal has no effect on the optimal sensing interval. These results run counter to the prevailing wisdom in the planning community, but they promise a more balanced approach to the interleaving of execution and sensing.",Robotics Laboratory Recom Technologies Palo Alto Research Center Computer Science Dept.,Mail Stop 269-2,4
431,Advanced Transaction Processing in Multilevel Secure File Stores,Elisa Bertino Sushil Jajodia Luigi Mancini Indrajit Ray x,"Abstract The concurrency control requirements for transaction processing in a multilevel secure file system are different from those in conventional transaction processing systems. In particular, there is the need to coordinate transactions at different security levels avoiding both potential timing covert channels and the starvation of transactions at higher security levels. Suppose a transaction at a lower security level attempts to write a data item that is being read by a transaction at a higher security level. On the one hand, a timing covert channel arises if the transaction at the lower security level is either delayed or aborted by the scheduler. On the other hand, the transaction at the high security level may be subjected to an indefinite delay if it is forced to abort repeatedly. This paper extends the classical two-phase locking mechanism to multilevel secure file systems. The scheme presented here prevents potential timing covert channels and avoids the abort of higher level transactions nonetheless guaranteeing serializability. The programmer is provided with a powerful set of linguistic constructs that supports exception handling, partial rollback and forward recovery. The proper use of these constructs can prevent the indefinite delay in completion of a higher level transaction, and allows the programmer to trade off starvation with transaction isolation.",,,4
432,Using Introspective Reasoning to Refine Indexing,Susan Fox and David B. Leake,"Abstract Introspective reasoning about a system's own reasoning processes can form the basis for learning to refine those reasoning processes. The ROBBIE 1 system uses introspective reasoning to monitor the retrieval process of a case-based planner to detect retrieval of inappropriate cases. When retrieval problems are detected, the source of the problems is explained and the explanations are used to determine new indices to use during future case retrieval. The goal of ROBBIE's learning is to increase its ability to focus retrieval on relevant cases, with the aim of simultaneously decreasing the number of candidates to consider and increasing the likelihood that the system will be able to successfully adapt the retrieved cases to fit the current situation. We evaluate the benefits of the approach in light of empirical results examining the effects of index learning in the ROBBIE system.",Computer Science Department,Lindley Hall 215,4
433,NEURAL NETWORKS FOR CONTROL,Eduardo D. Sontag,"Abstract This paper starts by placing neural net techniques in a general nonlinear control framework. After that, several basic theoretical results on networks are surveyed.","Department of Mathematics, Rutgers University","New Brunswick, NJ 08903, USA",3
434,A Construction of a Cipher From a Single Pseudorandom Permutation,Shimon Even 1 and Yishay Mansour 2,"Abstract We suggest a scheme for a block cipher which uses only one randomly chosen permutation, F . The key, consisting of two blocks, K 1 and K 2 is used in the following way: The message block is XORed with K 1 before applying F , and the outcome is XORed with K 2 , to produce the cryptogram block. We show that the resulting cipher is secure (when the permutation is random or pseudorandom). This removes the need to store, or generate a multitude of permutations.","1 Comp. Sci. Dept., Technion, Israel Institute of Technology,","Haifa, Israel 32000.",4
435,Constructing Small Sample Spaces Satisfying Given Constraints,Daphne Koller,"Abstract Abstract. The subject of this paper is finding small sample spaces for joint distributions of n discrete random variables. Such distributions are often only required to obey a certain limited set of constraints of the form P r(E) = . We show that the problem of deciding whether there exists any distribution satisfying a given set of constraints is NP-hard. However, if the constraints are consistent, then there exists a distribution satisfying them which is supported by a ""small"" sample space (one whose cardinality is equal to the number of constraints). For the important case of independence constraints, where the constraints have a certain form and are consistent with a joint distribution of n independent random variables, a small sample space can be constructed in polynomial time. This last result is also useful for de-randomizing algorithms. We demonstrate this technique by an application to the problem of finding large independent sets in sparse hypergraphs.","Department of Computer Science, Stanford University,","Stanford, CA 94305;",0
436,Authoring and Transcription Tools for Speech-Based Hypermedia Systems,Barry Arons,"Abstract Authoring is usually one of the most difficult parts in the design and implementation of hypertext and hypermedia systems. This problem is exacerbated if the data to be presented by the system is speech, rather than text or graphics, because of the slow and serial nature of speech. This paper provides an overview of speech-only hypermedia, discusses the difficulties associated with authoring databases for such a system, and explores a variety of techniques to assist in the authoring process.",MIT Media Laboratory,"20 Ames Street, E15-353 Cambridge MA, 02139",3
437,DESIGNING AN ECOLOGY OF DISTRIBUTED AGENTS,by Nelson Minar,,,,5
438,Stability of the replica symmetric solution for the information conveyed by a neural network,Simon Schultzy and Alessandro Trevesz,"Abstract The information that a pattern of firing in the output layer of a feedforward network of threshold-linear neurons conveys about the network's inputs is considered. A replica-symmetric solution is found to be stable for all but small amounts of noise. The region of instability depends on the contribution of the threshold and the sparseness: for distributed pattern distributions, the unstable region extends to higher noise variances than for very sparse distributions, for which it is almost nonexistant.","Department of Experimental Psychology,","South Parks Rd.,",6
439,A Comparative Study of Reliable Error Estimators for Pruning Regression Trees,Lus Torgo,Abstract. This paper presents a comparative study of several methods for estimating the true error of treestructured regression models. We evaluate these methods in the context of regression tree pruning. Pruning is considered a key issue for obtaining reliable treestructured models in a real world scenario. The major step of a pruning process consists of obtaining accurate estimates of the error of alternative tree models. We evaluate experimentally four methods for obtaining these estimates in twelve domains. The goal of this evaluation was to characterise the performance of the methods in the task of selecting the best possible tree among the set of trees considered during pruning. The results of the comparison show that certain estimators lead to poor decisions in some domains. The Cross Validation variant that we have proposed achieved the best results on the setups we have considered.,LIACC/FEP University of Porto,"R. Campo Alegre, 823, 2 - 4150 PORTO - PORTUGAL",4
440,Rule Revision with Recurrent Neural Networks,Christian W. Omlin a;b and C.L. Giles a;c,"Abstract Recurrent neural networks readily process, recognize and generate temporal sequences. By encoding grammatical strings as temporal sequences, recurrent neural networks can be trained to behave like deterministic sequential finite-state automata. Algorithms have been developed for extracting grammatical rules from trained networks. Using a simple method for inserting prior knowledge (or rules) into recurrent neural networks, we show that recurrent neural networks are able to perform rule revision. Rule revision is performed by comparing the inserted rules with the rules in the finite-state automata extracted from trained networks. The results from training a recurrent neural network to recognize a known non-trivial, randomly generated regular grammar show that not only do the networks preserve correct rules but that they are able to correct through training inserted rules which were initially incorrect. (By incorrect, we mean that the rules were not the ones in the randomly generated grammar.)","a NEC Research Institute,","4 Independence Way, Princeton, New Jersey",2
441,What Size Neural Network Gives Optimal Generalization? Convergence Properties of Backpropagation,"Steve Lawrence 1;2 , C. Lee Giles 1 , Ah Chung Tsoi 2","Abstract One of the most important aspects of any machine learning paradigm is how it scales according to problem size and complexity. Using a task with known optimal training error, and a pre-specified maximum number of training updates, we investigate the convergence of the backpropagation algorithm with respect to a) the complexity of the required function approximation, b) the size of the network in relation to the size required for an optimal solution, and c) the degree of noise in the training data. In general, for a) the solution found is worse when the function to be approximated is more complex, for b) oversized networks can result in lower training and generalization error in certain cases, and for c) the use of committee or ensemble techniques can be more beneficial as the level of noise in the training data is increased. For the experiments we performed, we do not obtain the optimal solution in any case. We further support the observation that larger networks can produce better training and generalization error using a face recognition example where a network with many more parameters than training points generalizes better than smaller networks.","1 NEC Research Institute,","4 Independence Way, Princeton, NJ 08540",0
442,On the uniqueness of the convolution theorem for the fourier transform,Harold S. Stone Lance R. Williams,"Abstract This paper shows that members of the fourier transform family are the only linear transforms that have a convolution theorem, that is, that can replace O(N 2 ) operations of a convolution in a time domain by O(N) operations in a transform domain. Generally, there is an additional cost to compute the transform itself. Our observation is motivated by recent activity in wavelet and subband decompositions and related spectral analyses, which are attractive alternatives for signal compression applications. A natural question when using such techniques is to determine if convolutions of N -point signals can be calculated with fewer operations in a compressed transform domain than in an uncompressed time domain. The answer is negative for a broad set of assumptions. This paper indicates what assumptions must be relaxed in seeking a linear transform that has a convolution theorem comparable to the convolution theorem for fourier transforms.",NEC Research Institute,"4 Independence Way Princeton, NJ 08540",5
443,The Anisotropy in the Cosmic Microwave Background At Degree Angular Scales.,"C. B. Netterfield, N. Jarosik, L. Page, D. Wilkinson, & E. Wollack 1",,"Princeton University, Department of Physics,","Jadwin Hall, P.O. Box 708, Princeton, NJ 08544",4
444,Laser Remote Sensing Techniques for Vertical Profiling of Cloud and Aerosol Extinction and Back-scatter in the Lower Atmosphere. A Brief Review,"$flfl Papayannis*, E. Fokitis","Abstract In this brief contribution we present the three principal laser remote sensing ( lidar) techniques developed to retrieve the vertical profiling of clouds and of the suspended aerosols (extinction and backscatter) in the lower atmosphere, namely in the 0-7 km altitude region. The three lidar techniques include the elastic ( Klett inversion, Doppler broadening) and the nonelastic backscattering techniques ( Raman scattering). We report on the potential of these techniques, as well as on the typical accuracies of these techniques in the retrieval of the cloud and aerosol extinction and backscatter vertical profiles in the troposphere (0-7 km ASL).","National Technical University of Athens, Physics Department","Zografou Campus, 15780 Zografou, GREECE",4
445,The Dynamics of Prefrontal Cortico-Thalamo-Basal Ganglionic Loops and Short-Term Memory Interference Phenomena,"Jack Gelfand 1 , Vijay Gullapalli 1 , Marcia Johnson 1 , Carol Raye 1 and Jeffrey Henderson 2",Abstract We present computer simulations of a model of the brain mechanisms operating in short-term memory tasks that are consistent with the anatomy and physiology of prefrontal cortex and associated subcortical structures. These simulations include dynamical processes in thalamo-cortical loops which are used to generate short-term persistent responses in prefrontal cortex. We discuss this model in terms of the representation of input stimuli in cortical association areas and prefrontal short-term memory areas. We report on interference phenomena that result from the interaction of these dynamical processes and lateral projections within cortical columns. These interference phenomena can be used to elucidate the representational organization of short-term memory.,Department of Psychology 1 and Department of Computer Science 2 Princeton University,"Princeton, NJ 08544",4
446,On the Boosting Ability of Top-Down Decision Tree Learning Algorithms,Michael Kearns,"Abstract We analyze the performance of top-down algorithms for decision tree learning, such as those employed by the widely used C4.5 and CART software packages. Our main result is a proof that such algorithms are boosting algorithms. By this we mean that if the functions that label the internal nodes of the decision tree can weakly approximate the unknown target function, then the top-down algorithms we study will amplify this weak advantage to build a tree achieving any desired level of accuracy. The bounds we obtain for this amplification show an interesting dependence on the splitting criterion used by the top-down algorithm. More precisely, if the functions used to label the internal nodes have error 1=2  as approximations to the target function, then for the splitting criteria used by CART and C4.5, trees of size (1=*) O(1= 2 * 2 ) and (1=*) O(log(1=*)= 2 ) (respectively) suffice to drive the error below *. Thus (for example), a small constant advantage over random guessing is amplified to any larger constant advantage with trees of constant size. For a new splitting criterion suggested by our analysis, the much stronger bound of (1=*) O(1= 2 ) (which is polynomial in 1=*) is obtained, which is provably optimal for decision tree algorithms. The differing bounds have a natural explanation in terms of concavity properties of the splitting criterion. The primary contribution of this work is in proving that some popular and empirically successful heuristics that are based on first principles meet the criteria of an independently motivated theoretical model.",AT&T Research,"600 Mountain Avenue, Room 2A-423, Murray Hill, New Jersey 07974;",3
447,A Systematic Approach to Host Interface Design for High-Speed Networks,Peter Steenkiste,"Abstract In recent years, networks with media rates of 100 Mbit/second or more have become widely available (FDDI, ATM, HIPPI, ..). However, many computer systems cannot make use of the available bandwidth because of the high overhead associated with network communication. In this paper we review the operations involved in communication over high-speed networks, and we describe optimizations of the network interface that improve network throughput. We also discuss how the payoff of the optimizations is influenced by features of the host software and architecture. This paper is based on our experience with the interfaces for the Nectar and Gigabit Nectar networks.",School of Computer Science Carnegie Mellon University,"5000 Forbes Avenue Pittsburgh, Pennsylvania 15213-3891",6
448,DYNAMIC COUPLING OF UNDERACTUATED MANIPULATORS,Marcel Bergerman Christopher Lee Yangsheng Xu,"Abstract In recent years, researchers have been dedicated to the study of underactuated manipulators which have more joints than control actuators. In previous works, assumptions were made as to the existence of enough dynamic coupling between the active and the passive joints of the manipulator for it to be possible to control the position of the passive joints via the dynamic coupling. In this work, the authors aim to develop an index to measure the dynamic coupling, so as to address when control of the underactuated system is possible, and how the motion and robot configuration can be designed. We discuss extensively the nature of the dynamic coupling and of the proposed coupling index, and their applications in the analysis and design of underactuated systems, and in control and planning of robot motion configuration.",The Robotics Institute Carnegie Mellon University,Pittsburgh PA 15213,6
449,A Linear Spine Calculus,Iliano Cervesato and Frank Pfenning 1,"Abstract We present the spine calculus S !ffi&&gt; as an efficient representation for the linear -calculus !ffi&&gt; which includes intuitionistic functions (!), linear functions (ffi), additive pairing (&), and additive unit (&gt;). S !ffi&&gt; enhances the representation of Church's simply typed -calculus as abstract Bohm trees by enforcing extensionality and by incorporating linear constructs. This approach permits procedures such as unification to retain the efficient head access that characterizes first-order term languages without the overhead of performing -conversions at run time. Potential applications lie in proof search, logic programming, and logical frameworks based on linear type theories. We define the spine calculus, give translations of !ffi&&gt; into S !ffi&&gt; and vice-versa, prove their soundness and completeness with respect to typing and reductions, and show that the spine calculus is strongly normalizing and admits unique canonical forms.",School of Computer Science Carnegie Mellon University,"Pittsburgh, PA 15213",5
450,Tactile Gestures for Human/Robot Interaction,"Richard M. Voyles, Jr. Pradeep K. Khosla","Abstract Gesture-Based Programming is a new paradigm to ease the burden of programming robots. By tapping in to the users wealth of experience with contact transitions, compliance, uncertainty and operations sequencing, we hope to provide a more intuitive programming environment for complex, real-world tasks based on the expressiveness of non-verbal communication. A requirement for this to be accomplished is the ability to interpret gestures to infer the intentions behind them. As a first step toward this goal, this paper presents an application of distributed perception for inferring a users intentions by observing tactile gestures. These gestures consist of sparse, inexact, physical nudges applied to the robots end effector for the purpose of modifying its trajectory in free space. A set of independent agents - each with its own local, fuzzified, heuristic model of a particular trajectory parameter - observes data from a wrist force/torque sensor to evaluate the gestures. The agents then independently determine the confidence of their respective findings and distributed arbitration resolves the interpretation through voting.",Robotics Ph.D. Program Dept. of Electrical and Computer Engineering Carnegie Mellon University,"Pittsburgh, PA 15213",2
451,Using a DEM to Determine Geospatial Object Trajectories,"Robert T. Collins, Yanghai Tsin, J. Ryan Miller and Alan J. Lipton","Abstract This paper addresses the estimation of moving object trajectories within a geospatial coordinate system, using a network of video sensors. A high-resolution (0.5m grid spacing) digital elevation map (DEM) has been constructed using a helicopter-based laser range-finder. Object locations are estimated by intersecting viewing rays from a calibrated sensor platform with the DEM. Continuous object trajectories can then be assembled from sequences of single-frame location estimates using spatio-temporal filtering and domain knowledge.","The Robotics Institute, Carnegie Mellon University,","Pittsburgh, PA. 15213",4
452,Protective Interface Specifications,Gary T. Leavens 2 and Jeannette M. Wing 3,"Abstract. The interface specification of a procedure describes the procedure's behavior using pre- and postconditions. These pre- and postconditions are written using various functions. If some of these functions are partial, or underspec-ified, then the procedure specification may not be well-defined. We show how to write pre- and postcondition specifications that avoid such problems, by having the precondition ""protect"" the postcondition from the effects of partiality and underspecification. We formalize the notion of protection from partiality in the context of specification languages like VDM-SL and COLD-K. We also formalize the notion of protection from underspecification for the Larch family of specification languages, and for Larch show how one can prove that a procedure specification is protected from the effects of underspecification.","1 Department of Computer Science, Iowa State University,","Ames, IA 50011 USA",5
453,Geometric Sensing of Known Planar Shapes,Yan-Bin Jia Michael Erdmann,,The Robotics Institute and School of Computer Science Carnegie Mellon University,"Pittsburgh, Pennsylvania 15213-3891",1
454,Remote Access to Interactive Media,Roger B. Dannenberg,"ABSTRACT Digital interactive media augments interactive computing with video, audio, computer graphics and text, allowing multimedia presentations to be individually and dynamically tailored to the user. Multimedia, and particularly continuous media pose interesting problems for system designers, including those of latency and synchronization. These problems are especially evident when multimedia data is remote and must be accessed via networks. Latency and synchronization issues are discussed, and an integrated system, Tactus, is described. Tactus facilitates the implementation of interactive multimedia computer programs by managing latency and synchronization in the framework of an object-oriented graphical user interface toolkit.","Carnegie Mellon University, School of Computer Science","Pittsburgh, PA 15213 USA",3
